Numerical_1,Numerical_2,Altitude,Timezone,Country,DST,clusterid 
49.055556,-117.609167,1427.0,-8.0,CA,A,1 
48.65,-123.45,0.0,-8.0,CA,A,1 
73.006389,-85.047222,72.0,-6.0,CA,A,1 
68.163889,-106.614444,125.0,-7.0,CA,A,1 
17.269444,-88.776111,50.0,-6.0,BZ,U,1 
34.1758638,-83.5615972,951.0,-5.0,US,U,1 
29.7276066,-85.0274416,20.0,-5.0,US,A,1 
29.95925,-81.3397222,10.0,-5.0,US,A,1 
31.4767385,-82.8605664,257.0,-5.0,US,A,1 
27.497472,-80.372638,23.0,-5.0,US,A,1 
38.806346,-77.0621,1.0,-5.0,US,A,1 
41.8744017,-71.0166453,43.0,-5.0,US,A,1 
41.9090278,-70.7287778,148.0,-5.0,US,A,1 
41.5971389,-71.4121389,18.0,-5.0,US,A,1 
42.0001331,-71.1967714,122.0,-5.0,US,A,1 
42.1905278,-71.1729444,49.0,-5.0,US,A,1 
42.1579472,-72.715875,270.0,-5.0,US,A,1 
41.7440278,-72.1802222,246.0,-5.0,US,A,1 
41.5099884,-74.2646444,364.0,-5.0,US,A,1 
40.2171389,-76.8513611,347.0,-5.0,US,A,1 
42.09825,-70.6721389,9.0,-5.0,US,A,1 
41.3715353,-73.4821906,458.0,-5.0,US,A,1 
42.78175,-71.5147778,199.0,-5.0,US,A,1 
42.7171944,-71.1234167,148.0,-5.0,US,A,1 
41.4785556,-73.13525,726.0,-5.0,US,A,1 
42.5541111,-71.7589722,348.0,-5.0,US,A,1 
33.7565556,-84.8850625,1110.0,-5.0,US,A,1 
34.1231475,-84.8487067,759.0,-5.0,US,A,1 
34.0899167,-85.6100833,595.0,-6.0,US,A,1 
34.3507778,-85.1586667,664.0,-5.0,US,A,1 
33.9726489,-86.0890834,569.0,-6.0,US,A,1 
35.9638333,-83.8736667,833.0,-5.0,US,A,1 
33.9828611,-83.6674167,943.0,-5.0,US,A,1 
32.6452778,-81.5971111,188.0,-5.0,US,A,1 
34.7229444,-84.87025,709.0,-5.0,US,A,1 
33.6316964,-85.1522641,1165.0,-5.0,US,A,1 
34.4736944,-85.7213889,877.0,-6.0,US,A,1 
33.0088611,-85.0726111,694.0,-5.0,US,A,1 
33.154225,-83.2414139,385.0,-5.0,US,A,1 
34.0186944,-85.1464722,974.0,-5.0,US,A,1 
32.8406944,-84.8824444,902.0,-5.0,US,A,1 
33.35725,-84.5718333,808.0,-5.0,US,A,1 
33.6323083,-83.8474472,809.0,-5.0,US,A,1 
34.272627,-83.8302233,1276.0,-5.0,US,A,1 
34.3122175,-84.4221556,1219.0,-5.0,US,A,1 
30.7311111,-86.1537778,289.0,-6.0,US,A,1 
34.6884792,-85.2903319,777.0,-5.0,US,A,1 
40.4701667,-81.4199444,894.0,-5.0,US,A,1 
34.4493845,-79.8900608,192.0,-5.0,US,A,1 
32.2243611,-80.6974722,19.0,-5.0,US,A,1 
34.6282222,-84.5265833,1486.0,-5.0,US,A,1 
36.3712222,-82.1734167,1593.0,-5.0,US,A,1 
32.4605722,-85.6800278,264.0,-6.0,US,A,1 
33.4665028,-82.0393808,423.0,-5.0,US,A,1 
35.8202336,-81.6115119,1270.0,-5.0,US,A,1 
37.5617639,-82.5663889,1473.0,-5.0,US,A,1 
33.3656703,-84.1651964,837.0,-5.0,US,A,1 
34.5928117,-83.2963717,996.0,-5.0,US,A,1 
28.0139772,-82.3452778,22.0,-5.0,US,A,1 
32.987778,-97.318889,722.0,-6.0,US,A,1 
42.7971667,-88.3726111,860.0,-6.0,US,A,1 
52.991111,-92.836389,988.0,-6.0,CA,A,1 
48.755278,-86.344444,1035.0,-5.0,CA,A,1 
49.713889,-83.686944,826.0,-5.0,CA,A,1 
49.193056,-84.758889,1099.0,-5.0,CA,A,1 
48.210278,-79.981389,1157.0,-5.0,CA,A,1 
49.083889,-85.860556,1198.0,-5.0,CA,A,1 
47.966944,-84.786389,944.0,-5.0,CA,A,1 
45.8425,-81.8575,869.0,-5.0,CA,A,1 
51.13,-91.665556,1355.0,-6.0,CA,A,1 
44.449167,-80.158333,730.0,-5.0,CA,A,1 
43.131389,-80.3425,815.0,-5.0,CA,A,1 
39.009167,-95.2175,833.0,-6.0,US,A,1 
37.39411,-97.423225,1277.0,-6.0,US,A,1 
33.2269722,-84.2749444,958.0,-5.0,US,A,1 
26.2471389,-80.1110556,19.0,-5.0,US,A,1 
38.90339,-77.00583,0.0,-5.0,US,A,1 
33.1777778,-86.7832222,586.0,-6.0,US,A,1 
33.8180947,-111.8979242,2568.0,-7.0,US,N,1 
51.3833,-121.1825,3055.0,-8.0,CA,A,1 
51.4412,-121.1958,3129.0,-8.0,CA,A,1 
13.868921,-61.073596,341.0,-4.0,LC,N,1 
39.935278,-86.045,811.0,-5.0,US,A,1 
37.0868889,-84.0773889,1212.0,-5.0,US,A,1 
39.2837181,-76.621634,49.0,-5.0,US,A,1 
38.298416,-77.456875,130.0,-5.0,US,A,1 
42.883512,-78.87205,0.0,-5.0,US,A,1 
47.5985,-122.3299,7.0,-8.0,US,A,1 
29.649178,-81.640456,16.0,-5.0,US,A,1 
50.628056,-97.043333,753.0,-6.0,CA,A,1 
51.732222,-96.934444,725.0,-6.0,CA,A,1 
51.732222,-96.934444,725.0,-6.0,CA,A,1 
51.732222,-96.934444,725.0,-6.0,CA,A,1 
42.7605,-87.8152,674.0,-6.0,US,A,1 
34.08525,-117.146388,1574.0,-8.0,US,A,1 
34.528889,-114.431971,638.0,-8.0,US,A,1 
33.988778,-117.409971,764.0,-8.0,US,A,1 
47.267944,-122.57811,294.0,-8.0,US,A,1 
28.221278,-82.374555,68.0,-5.0,US,A,1 
35.705541,-94.933605,150.0,-6.0,US,U,1 
30.2896389,-87.6717778,17.0,-6.0,US,A,1 
38.972944,-76.501158,0.0,-5.0,US,A,1 
50.3333,-113.833,3431.0,-7.0,CA,A,1 
40.989167,-76.0025,1603.0,-5.0,US,A,1 
39.615278,-78.760556,775.0,-5.0,US,A,1 
56.58,-130.5,50.0,-8.0,CA,U,1 
43.211667,-90.181667,718.0,-6.0,US,A,1 
45.705,-90.403056,1466.0,-6.0,US,A,1 
42.616389,-89.591944,1079.0,-6.0,US,A,1 
41.517778,-88.175556,582.0,-6.0,US,A,1 
41.351944,-89.153056,654.0,-6.0,US,A,1 
42.260556,-84.460556,1001.0,-5.0,US,A,1 
39.959167,-79.657222,1267.0,-5.0,US,A,1 
40.086111,-78.513333,1162.0,-5.0,US,A,1 
40.1375,-75.265,302.0,-5.0,US,A,1 
27.265833,-80.851111,34.0,-5.0,US,A,1 
27.456389,-81.342222,63.0,-5.0,US,A,1 
27.591389,-81.528889,160.0,-5.0,US,A,1 
28.062778,-81.753333,145.0,-5.0,US,A,1 
28.228056,-82.155833,90.0,-5.0,US,A,1 
29.1725,-82.224167,89.0,-5.0,US,A,1 
31.553889,-81.8825,107.0,-5.0,US,A,1 
33.612125,-83.4604444,694.0,-5.0,US,A,1 
33.3115656,-84.7697554,970.0,-5.0,US,A,1 
33.5297315,-82.5169509,501.0,-5.0,US,A,1 
33.6493889,-81.6850278,529.0,-5.0,US,A,1 
34.2835833,-80.5648611,302.0,-5.0,US,A,1 
34.6098056,-79.0595556,125.0,-5.0,US,A,1 
32.4934167,-80.99175,79.0,-5.0,US,A,1 
35.2376111,-79.3887958,455.0,-5.0,US,A,1 
34.8913056,-79.7596111,358.0,-5.0,US,A,1 
33.3045278,-81.1084167,231.0,-5.0,US,A,1 
43.2833575,-90.2982819,742.0,-6.0,US,A,1 
43.5793603,-90.8964742,1292.0,-6.0,US,A,1 
43.5217843,-89.7709266,979.0,-6.0,US,A,1 
42.4664444,-90.1693889,990.0,-6.0,US,A,1 
35.7649958,-80.9538958,968.0,-5.0,US,A,1 
42.70325,-87.9589722,785.0,-6.0,US,A,1 
42.6907171,-88.3046825,780.0,-6.0,US,A,1 
41.0358717,-75.1606789,480.0,-5.0,US,A,1 
41.3473569,-75.4158972,1729.0,-5.0,US,A,1 
41.431912,-74.3915611,523.0,-5.0,US,A,1 
41.1357778,-77.4223056,556.0,-5.0,US,A,1 
41.1460278,-80.16775,1371.0,-5.0,US,A,1 
41.1304722,-80.6195833,1044.0,-5.0,US,A,1 
41.0031572,-81.7564401,974.0,-5.0,US,A,1 
40.9029722,-82.2556389,1206.0,-5.0,US,A,1 
40.4526389,-79.7749167,1187.0,-5.0,US,A,1 
40.8019722,-80.1608611,898.0,-5.0,US,A,1 
40.0388708,-79.0149951,2275.0,-5.0,US,A,1 
40.9617953,-80.6773264,1070.0,-5.0,US,A,1 
41.2111675,-80.9692572,900.0,-5.0,US,A,1 
41.3442778,-82.1776389,793.0,-5.0,US,A,1 
41.7778322,-80.9039797,820.0,-5.0,US,A,1 
41.5175,-81.683333,583.0,-5.0,US,A,1 
42.4933353,-79.2720417,693.0,-5.0,US,A,1 
42.7008925,-78.9147569,751.0,-5.0,US,A,1 
40.2139444,-74.6017778,118.0,-5.0,US,A,1 
39.9428889,-74.84575,53.0,-5.0,US,A,1 
39.7355633,-75.3977211,40.0,-5.0,US,A,1 
40.6174472,-74.2445942,23.0,-5.0,US,A,1 
40.1570414,-75.8704892,600.0,-5.0,US,A,1 
39.5668378,-76.2024028,409.0,-5.0,US,A,1 
41.6396983,-85.0834933,995.0,-5.0,US,A,1 
41.3651307,-86.3002574,800.0,-5.0,US,A,1 
41.2746944,-85.8400556,850.0,-5.0,US,A,1 
40.8638295,-84.606358,787.0,-5.0,US,A,1 
40.7815556,-82.9748056,1003.0,-5.0,US,A,1 
27.8938056,-81.6203889,127.0,-5.0,US,A,1 
42.2511932,-84.9554443,941.0,-5.0,US,A,1 
43.03175,-78.1696667,914.0,-5.0,US,A,1 
42.8835647,-76.7812318,492.0,-5.0,US,A,1 
41.5769708,-73.7323514,358.0,-5.0,US,A,1 
41.6893333,-72.8646944,202.0,-5.0,US,A,1 
41.4673056,-84.5067778,730.0,-5.0,US,A,1 
27.9764722,-82.7586667,70.0,-5.0,US,A,1 
27.9333581,-82.0439739,110.0,-5.0,US,A,1 
40.714167,-74.005833,31.0,-5.0,US,A,1 
41.883611,-87.631667,596.0,-6.0,US,A,1 
41.860278,-87.609722,585.0,-6.0,US,A,1 
38.889444,-77.035278,25.0,-5.0,US,A,1 
45.508611,-73.553889,53.0,-5.0,CA,A,1 
43.653056,-79.383056,302.0,-5.0,CA,A,1 
34.4534722,-84.4572222,1535.0,-5.0,US,A,1 
33.81175,-78.7239444,31.0,-5.0,US,A,1 
41.5349167,-87.5295278,620.0,-6.0,US,A,1 
43.9762222,-90.4806111,966.0,-6.0,US,A,1 
33.0391667,-116.91525,1395.0,-8.0,US,A,1 
41.9335691,-85.0522935,959.0,-5.0,US,A,1 
41.2973074,-75.8522405,543.0,-5.0,US,A,1 
41.6840278,-81.38975,626.0,-5.0,US,A,1 
38.1819722,-84.9061389,812.0,-5.0,US,A,1 
44.0484728,-70.2835075,288.0,-5.0,US,A,1 
43.9828168,-124.1113687,51.0,-8.0,US,A,1 
35.0158056,-84.3468333,1789.0,-5.0,US,A,1 
42.090556,-87.8225,653.0,-6.0,US,A,1 
43.975278,-90.483333,965.0,-6.0,US,A,1 
25.9950278,-81.6725278,5.0,-5.0,US,A,1 
46.0093114,-83.7439342,668.0,-5.0,US,A,1 
44.8065278,-84.2761944,1218.0,-5.0,US,A,1 
43.9705893,-84.47502,774.0,-5.0,US,A,1 
42.95392,-85.3439058,681.0,-5.0,US,A,1 
42.3511944,-86.2556389,666.0,-5.0,US,A,1 
41.9893408,-88.1012428,801.0,-6.0,US,A,1 
44.6368797,-90.1893267,1278.0,-6.0,US,A,1 
44.3606456,-89.8381412,1021.0,-6.0,US,A,1 
41.83075,-90.3289722,708.0,-6.0,US,A,1 
42.584141,-70.9161444,107.0,-5.0,US,A,1 
37.7563333,-120.8001944,237.0,-8.0,US,A,1 
46.351667,-72.680556,199.0,-5.0,CA,A,1 
36.77394444,-90.3248611,331.0,-6.0,US,A,1 
40.6259908,-74.6702433,105.0,-5.0,US,A,1 
44.9101111,-67.0126944,45.0,-5.0,US,A,1 
40.4599078,-91.4285011,671.0,-6.0,US,A,1 
44.1653889,-68.4281667,100.0,-5.0,US,A,1 
44.9346225,-93.0603424,705.0,-6.0,US,A,1 
43.1388947,-88.4723206,885.0,-6.0,US,A,1 
48.329498,-70.995697,531.0,-5.0,CA,A,1 
38.8016111,-123.5306389,940.0,-8.0,US,A,1 
41.1513889,-81.4151111,1134.0,-5.0,US,A,1 
39.36375,-84.5219444,633.0,-5.0,US,A,1 
39.3665,-74.442,8.0,-5.0,US,A,1 
42.106,-72.593054,65.0,-5.0,US,A,1 
42.375,-72.511389,258.0,-5.0,US,A,1 
38.9696286,-74.960918,0.0,-5.0,US,A,1 
43.833227,-66.122653,0.0,-4.0,CA,A,1 
45.866405,-84.720254,587.0,-5.0,US,A,1 
45.848801,-84.615927,889.0,-5.0,US,A,1 
43.7711667,-88.4884167,808.0,-6.0,US,A,1 
44.33325,-89.0197778,840.0,-6.0,US,A,1 
44.5451356,-89.5302844,1110.0,-6.0,US,A,1 
46.311199,-85.457298,869.0,-5.0,US,A,1 
45.2477456,-92.9943853,925.0,-6.0,US,A,1 
40.7533889,-82.7238056,1224.0,-5.0,US,A,1 
36.621944,-87.415,550.0,-6.0,US,A,1 
34.6656,-120.4675,88.0,-8.0,US,A,1 
39.9789,-75.8654,660.0,-5.0,US,A,1 
44.264444,-73.961944,1747.0,-5.0,US,A,1 
43.9750617,-74.42044,1629.0,-5.0,US,A,1 
45.6576,-120.9664,1.0,-8.0,US,A,1 
40.707478,-84.0270781,975.0,-5.0,US,A,1 
31.1519722,-81.3910556,19.0,-5.0,US,A,1 
40.7724722,-80.3914444,1253.0,-5.0,US,A,1 
28.0575,-81.7628056,140.0,-5.0,US,A,1 
33.3114018,-79.3203139,40.0,-5.0,US,A,1 
35.2199994,-84.832369,874.0,-5.0,US,A,1 
35.48625,-84.9310833,718.0,-5.0,US,A,1 
40.3602179,-80.7008742,1196.0,-5.0,US,A,1 
45.290833,-72.741944,374.0,-5.0,CA,A,1 
34.0916667,-117.7817778,1014.0,-8.0,US,A,1 
31.0744722,-81.4277778,11.0,-5.0,US,A,1 
29.1342222,-83.0504722,11.0,-5.0,US,A,1 
29.6355278,-83.10475,42.0,-5.0,US,A,1 
34.6722222,-82.8858889,891.0,-5.0,US,A,1 
37.6939167,-97.2149167,1409.0,-6.0,US,A,1 
34.3122175,-84.4221556,1219.0,-5.0,US,A,1 
30.6118333,-81.4611944,16.0,-5.0,US,A,1 
34.45545,-84.9391622,651.0,-5.0,US,A,1 
34.4998483,-83.5566701,1448.0,-5.0,US,A,1 
30.678809,-97.6793837,790.0,-6.0,US,A,1 
41.969833,-73.864555,323.0,-5.0,US,U,1 
41.10167,-102.985,4313.0,-7.0,US,A,1 
38.666944,-78.500556,903.0,-5.0,US,A,1 
38.076944,-78.944167,1437.0,-5.0,US,A,1 
37.87856,-122.512742,13.0,-8.0,US,A,1 
34.861,-86.558,756.0,-6.0,US,A,1 
39.078,-77.558,389.0,-5.0,US,A,1 
43.563889,-80.196111,1100.0,-5.0,CA,A,1 
43.563889,-80.196111,1100.0,-5.0,CA,A,1 
43.2347904,-77.119444,424.0,-5.0,US,A,1 
29.5569,-95.137497,35.0,-6.0,US,A,1 
37.4611111,-122.1150556,7.0,-8.0,US,A,1 
33.4608001708984,-111.727996826172,1394.0,-7.0,US,A,1 
32.9359016418457,-111.427001953125,1574.0,-7.0,US,A,1 
34.7299995422363,-112.035003662109,3550.0,-7.0,US,A,1 
32.99169921875,-111.920997619629,1300.0,-7.0,US,A,1 
33.96889877,-112.7990036,2377.0,-7.0,US,A,1 
42.667,-83.35,980.0,-5.0,US,A,1 
23.123642,-81.301805,16.0,-5.0,CU,U,1 
23.1,-81.9,0.0,-5.0,CU,U,1 
48.4211069,-106.5277039,2762.0,-7.0,US,A,1 
42.641389,-73.741111,324.0,-5.0,US,A,1 
47.242733,-122.42041,50.0,-8.0,US,A,1 
28.5259,-81.3813,82.0,-5.0,US,A,1 
57.223889,-111.418889,1048.0,-7.0,CA,A,1 
35.01833,-80.62001,679.0,-5.0,US,A,1 
41.639244,-91.546503,668.0,-6.0,US,A,1 
43.9134017,-95.1094083,1410.0,-6.0,US,A,1 
44.6608611,-119.6526153,2080.0,-8.0,US,A,1 
38.942778,-76.568333,34.0,-5.0,US,A,1 
31.3823889,-103.5107222,2613.0,-6.0,US,A,1 
31.2649444,-89.2528889,151.0,-6.0,US,A,1 
42.8711,-97.3969,1200.0,-6.0,US,A,1 
32.4404,-86.9522,131.0,-6.0,US,A,1 
20.6225,-87.082221,1.0,-6.0,MX,U,1 
54.013333333333335,-124.76833333333333,152.0,-8.0,CA,A,1 
37.65888888888889,-122.12166666666666,52.0,-8.0,US,A,1 
40.4406,-79.9961,1370.0,-5.0,US,A,1 
42.132274,-83.444418,839.0,-5.0,US,A,1 
19.4711,-72.1444,0.0,-5.0,HT,A,1 
64.5109,-147.4445,446.0,-9.0,US,A,1 
60.774174,-148.677649,0.0,-9.0,US,A,1 
42.3478,-71.075,20.0,-5.0,US,A,1 
43.3408282,-79.8093881,243.0,-5.0,CA,A,1 
43.1088,-79.0634,521.0,-5.0,CA,A,1 
43.1135,-79.0318,0.0,-5.0,US,A,1 
33.389099,-84.332397,874.0,-5.0,US,A,1 
37.7861,-122.3186,10.0,-8.0,US,U,1 
50.45,-126.29,0.0,-8.0,CA,A,1 
50.58,-128.11,0.0,-8.0,CA,A,1 
42.8783,-78.8738,600.0,-5.0,US,A,1 
39.736667,-75.551667,0.0,-5.0,US,A,1 
57.055599,-111.573997,1046.0,-7.0,CA,A,1 
41.719444,-86.003333,778.0,-5.0,US,A,1 
49.106667,-81.015278,852.0,-5.0,CA,A,1 
40.762778,-111.908333,0.0,-7.0,US,A,1 
32.903,-117.225,150.0,-8.0,US,A,1 
32.716944,-117.168611,50.0,-8.0,US,A,1 
26.433889,-81.401389,37.0,-5.0,US,A,1 
35.607748,-121.110192,320.0,-8.0,US,A,1 
18.714,-87.709,0.0,-6.0,MX,U,1 
18.714,-87.709,0.0,-6.0,MX,U,1 
18.32,-65.65,0.0,-4.0,PR,U,1 
42.199,-82.465,650.0,-5.0,CA,U,1 
38.948,-76.8719,39.0,-5.0,US,A,1 
39.48618333333334,-77.35475,308.0,-5.0,US,A,1 
47.613801,-122.354019,7.0,-8.0,US,A,1 
37.18375,-77.507388,193.0,-5.0,US,A,1 
43.7696,-87.851402,755.0,-6.0,US,A,1 
45.1354167,-87.1879444,773.0,-6.0,US,A,1 
39.4449,-77.4012,302.0,-5.0,US,A,1 
32.509722,-111.325278,1893.0,-7.0,US,N,1 
33.5269167,-112.2951389,1071.0,-7.0,US,N,1 
32.8533333,-109.6350833,3179.0,-7.0,US,N,1 
26.061933,-80.16565,9.0,-5.0,US,A,1 
26.316944,-80.122222,13.0,-5.0,US,A,1 
36.8988889,-89.56175,315.0,-6.0,US,A,1 
35.10147222,-120.62236111,14.0,-8.0,US,U,1 
43.341222,-73.610305,328.0,-5.0,US,A,1 
43.050722,-73.861638,433.0,-5.0,US,A,1 
42.893133,-73.66845,195.0,-5.0,US,A,1 
28.8676111,-82.5741111,9.0,-5.0,US,A,1 
39.3256667,-76.4137778,22.0,-5.0,US,A,1 
38.9091667,-121.3513333,121.0,-8.0,US,A,1 
41.1908333,-83.3930833,752.0,-5.0,US,A,1 
43.9911389,-70.9478889,455.0,-5.0,US,A,1 
26.8537417,-82.2526028,8.0,-5.0,US,A,1 
30.0424167,-90.02825,7.0,-6.0,US,A,1 
47.7743056,-116.8195833,2320.0,-8.0,US,A,1 
30.0702044,-94.2150967,32.0,-6.0,US,A,1 
40.1996944,-87.5955278,696.0,-6.0,US,A,1 
43.645278,-79.380556,249.0,-5.0,CA,A,1 
42.3254,-83.0092,623.0,-5.0,US,A,1 
42.312222,-83.198611,591.0,-5.0,US,A,1 
28.3416111,-80.6854722,6.0,-5.0,US,A,1 
27.9608611,-80.5583333,26.0,-5.0,US,A,1 
28.5148,-80.7992278,34.0,-5.0,US,A,1 
27.81325,-80.4955833,21.0,-5.0,US,A,1 
18.55,-72.3,50.0,-5.0,HT,N,1 
18.5501,-72.3001,50.0,-5.0,HT,N,1 
19.1001,-72.7001,30.0,-5.0,HT,N,1 
19.0661,-72.3001,2639.0,-5.0,HT,N,1 
39.07,-88.534,585.0,-6.0,US,A,1 
45.2578121,-81.6637838,1335.0,-5.0,CA,A,1 
45.5564479,-82.0071535,1335.0,-5.0,CA,A,1 
29.43,-95.35,80.0,-6.0,US,A,1 
44.4938,-93.2726,906.0,-6.0,US,A,1 
38.5051,-94.4415,1096.0,-6.0,US,A,1 
43.745,-79.406389,449.0,-5.0,CA,A,1 
44.487778,-79.559444,972.0,-5.0,CA,A,1 
44.684722,-79.929167,773.0,-5.0,CA,A,1 
43.935278,-79.263333,807.0,-5.0,CA,A,1 
45.110833,-78.64,1066.0,-5.0,CA,A,1 
44.364722,-78.783889,895.0,-5.0,CA,A,1 
43.191667,-79.171111,321.0,-5.0,CA,A,1 
28.707222,-81.581667,143.0,-5.0,US,A,1 
44.438889,-79.965278,718.0,-5.0,CA,A,1 
44.683333,-79.316667,725.0,-5.0,CA,A,1 
44.089444,-79.495,855.0,-5.0,CA,A,1 
42.306111,-82.081667,645.0,-5.0,CA,A,1 
45.253889,-79.827778,830.0,-5.0,CA,A,1 
44.158056,-81.063333,940.0,-5.0,CA,A,1 
39.5924,-75.3455,466.0,-5.0,US,A,1 
38.721389,-77.515556,192.0,-5.0,US,A,1 
29.1086389,-95.4620833,25.0,-6.0,US,A,1 
40.3297222,-78.9222222,1142.0,-5.0,US,A,1 
47.904451,-122.102529,22.0,-8.0,US,A,1 
37.8916547,-110.3840289,3840.0,-7.0,US,A,1 
18.492762,-77.649675,0.0,-5.0,JM,N,1 
20.510439,-86.94925,0.0,-6.0,MX,A,1 
17.290464,-62.709473,0.0,-4.0,KN,N,1 
18.458992,-66.097693,0.0,-4.0,PR,N,1 
34.413611,-119.691667,8.0,-8.0,US,A,1 
44.055062,-123.092372,426.0,-8.0,US,A,1 
43.995278,-79.233333,873.0,-5.0,CA,A,1 
39.410556,-88.845556,550.0,-6.0,US,A,1 
40.1155,-88.2411,732.0,-6.0,US,A,1 
39.4828,-88.3759,733.0,-6.0,US,A,1 
42.366235,-71.061122,141.0,-5.0,US,A,1 
42.6558328,-70.6266667,77.0,-5.0,US,A,1 
42.5249995,-70.8958333,26.0,-5.0,US,A,1 
42.36024,-71.048105,16.0,-5.0,US,A,1 
41.5244,-88.0795,532.0,-6.0,US,A,1 
41.485,-87.9596,703.0,-6.0,US,A,1 
41.875,-87.632,592.0,-6.0,US,A,1 
36.843233,-76.275952,16.0,-5.0,US,A,1 
42.9819,-81.2464,0.0,-5.0,CA,A,1 
42.61666666666667,-70.66833333333334,50.0,-5.0,US,A,1 
43.44968,-80.49222,1083.0,-5.0,CA,A,1 
46.8174,-71.2139,13.0,-5.0,CA,A,1 
40.3296,-78.9219,1168.0,-5.0,US,A,1 
47.1956569,-122.0220561,738.0,-8.0,US,A,1 
40.6035463,-79.8261189,1063.0,-5.0,US,A,1 
40.752726,-73.977229,70.0,-5.0,US,A,1 
40.847301,-73.89955,200.0,-5.0,US,A,1 
42.7953611,-70.8394444,11.0,-5.0,US,A,1 
50.349812,-94.583456,180.0,-6.0,CA,A,1 
34.315472,-81.108806,577.0,-5.0,US,A,1 
43.2840556,-70.9292778,321.0,-5.0,US,A,1 
38.0570785,-97.2752278,1533.0,-6.0,US,A,1 
39.901111,-83.136944,905.0,-5.0,US,A,1 
46.3625,-121.4067,1057.0,-8.0,US,A,1 
46.128,-119.4773,705.0,-8.0,US,A,1 
46.4062,-122.5897,177.0,-8.0,US,A,1 
46.4124,-119.5518,586.0,-8.0,US,A,1 
44.3179,-122.5577,344.0,-8.0,US,A,1 
39.5425,-95.4677,1330.0,-6.0,US,A,1 
32.0665,-84.1133,468.0,-5.0,US,A,1 
31.5708,-85.0774,285.0,-6.0,US,A,1 
33.5561,-81.4768,539.0,-5.0,US,A,1 
32.3691,-85.2604,777.0,-6.0,US,A,1 
42.0471,-76.0578,833.0,-5.0,US,A,1 
25.603889,-80.585556,10.0,-5.0,US,U,1 
33.1876,-86.5558,700.0,-6.0,US,A,1 
51.710833,-114.106111,3360.0,-7.0,CA,A,1 
51.774722,-114.680833,3663.0,-7.0,CA,A,1 
42.9074,-78.7266,676.0,-5.0,US,A,1 
41.678,-86.2876,722.0,-5.0,US,A,1 
41.7133,-86.8677,630.0,-6.0,US,A,1 
41.8837,-87.623,620.0,-6.0,US,A,1 
38.6239,-90.2039,476.0,-6.0,US,A,1 
39.0865,-94.586,791.0,-6.0,US,A,1 
37.7763884,-122.3944444,15.0,-8.0,US,A,1 
37.3943934,-122.075872,15.0,-8.0,US,A,1 
37.5683328,-122.3241667,15.0,-8.0,US,A,1 
37.3786106,-122.0308333,15.0,-8.0,US,A,1 
37.6002772,-122.3866667,15.0,-8.0,US,A,1 
41.5034,-81.6822,679.0,-5.0,US,A,1 
45.0343,-93.2114,869.0,-6.0,US,A,1 
32.0517,-88.4434,320.0,-6.0,US,A,1 
32.3388,-82.591,311.0,-5.0,US,A,1 
40.756667,-73.991111,33.0,-5.0,US,A,1 
40.605604,-75.462384,338.0,-5.0,US,A,1 
42.101438,-75.910431,850.0,-5.0,US,A,1 
43.0767,-76.1691,380.0,-5.0,US,A,1 
43.104167,-75.223333,456.0,-5.0,US,A,1 
43.048889,-75.380278,604.0,-5.0,US,A,1 
41.239395,-77.000245,518.0,-5.0,US,A,1 
41.243958,-75.882365,525.0,-5.0,US,A,1 
40.954055,-75.976102,1689.0,-5.0,US,A,1 
40.963889,-76.888056,456.0,-5.0,US,A,1 
40.757028,-74.415194,266.0,-5.0,US,A,1 
40.731111,-74.275556,115.0,-5.0,US,A,1 
40.26223,-76.878709,320.0,-5.0,US,A,1 
41.706516,-73.937774,180.0,-5.0,US,A,1 
26.087679,-80.115942,0.0,-5.0,US,A,1 
18.33482,-64.952187,0.0,-4.0,VI,N,1 
15.296416,-61.38781,0.0,-4.0,DM,N,1 
12.050773,-61.754982,0.0,-4.0,GD,N,1 
14.601432,-61.073111,0.0,-4.0,MQ,N,1 
18.326479,-64.849361,0.0,-4.0,VI,A,1 
14.602932,-61.070873,0.0,-4.0,MQ,U,1 
14.746061,-61.176809,0.0,-4.0,MQ,U,1 
18.066039,-63.084385,0.0,-4.0,MF,N,1 
40.716556,-74.35775,374.0,-5.0,US,A,1 
44.5067,-123.2915,250.0,-8.0,US,A,1 
49.859473,-123.494509,3386.0,-8.0,CA,A,1 
41.410253,-75.670297,745.0,-5.0,US,A,1 
40.496432,-74.446447,62.0,-5.0,US,A,1 
40.218839,-74.754279,49.0,-5.0,US,A,1 
40.032679,-75.023718,39.0,-5.0,US,U,1 
41.032549,-73.775069,213.0,-5.0,US,A,1 
41.413179,-73.623551,338.0,-5.0,US,A,1 
32.716861,-117.174296,0.0,-8.0,US,A,1 
20.657616,-105.241082,0.0,-6.0,MX,A,1 
40.796957,-74.473834,315.0,-5.0,US,A,1 
47.609178,-122.350605,0.0,-8.0,US,A,1 
61.123976,-146.365309,0.0,-9.0,US,A,1 
47.622237,-122.509362,0.0,-8.0,US,A,1 
34.256944,-118.598889,978.0,-8.0,US,A,1 
48.85,-123.5,0.0,-8.0,CA,A,1 
49.616667,-124.016667,0.0,-8.0,CA,A,1 
50.066667,-124.983333,0.0,-8.0,CA,A,1 
50.575556,-127.028611,225.0,-8.0,CA,A,1 
32.7552,-117.1995,0.0,-8.0,US,A,1 
61.076667,-151.138056,110.0,-9.0,US,A,1 
