@relation Airport-weka.filters.unsupervised.attribute.Remove-R4

@attribute Numerical_1 numeric
@attribute Numerical_2 numeric
@attribute Country{EU,AL,AT,AX,BA,BE,BG,BY,CH,CZ,DE,DK,EE,ES,FI,FO,FR,GB,GG,GI,GR,HR,HU,IE,IM,IS,IT,JE,LI,LT,LU,LV,MC,MD,ME,MK,MT,NL,NO,PL,PT,RO,RS,RU,SE,SI,SJ,SK,TR,UA,XK,AS,AE,AF,AM,AZ,BD,BH,BN,BT,CC,CN,CX,CY,GE,HK,ID,IL,IN,IO,IQ,IR,JO,JP,KG,KH,KP,KR,KW,KZ,LA,LB,LK,MM,MN,MO,MY,NP,OM,PH,PK,PS,QA,SA,SG,SY,TH,TJ,TL,TM,TW,UZ,VN,YE,NAC,AG,AI,AW,BB,BL,BS,BQ,BZ,CA,CR,CU,DM,DO,GD,GL,GP,GT,HN,HT,JM,KN,KY,LC,MF,MQ,MS,MX,NI,PA,PR,SV,TC,TT,US,VC,VG,VI,AO,BF,BI,BJ,BW,CD,CF,CG,CI,CM,CV,DJ,DZ,EG,EH,ER,ET,GA,GH,GM,GN,GQ,GW,KE,KM,LR,LS,LY,MA,MG,ML,MR,MU,MW,MZ,NA,NE,NG,RE,RW,SC,SD,SH,SL,SN,SO,SS,ST,SZ,TD,TG,TN,TZ,UG,ZA,ZM,ZW,AN,AQ,GS,SAC,AR,BO,BR,CL,CO,EC,FK,GF,GY,PE,PY,SR,UY,VE,OC,AU,CK,FJ,FM,GU,KI,MH,MP,NC,NF,NR,NU,NZ,PF,PG,PW,SB,TO,TV,UM,VU,WF,WS,UKNC,UKN}
@attribute Altitude numeric
@attribute Timezone numeric
@attribute DST {U,E,N,A,S,O,Z}

@data
18.567367,-68.363431,DO,47,-4,U
19.7579,-70.570033,DO,15,-4,U
18.429664,-69.668925,DO,59,-4,U
18.503706,-69.761706,DO,111,-4,U
19.406092,-70.604689,DO,565,-4,U
15.473528,-88.837222,GT,130,-6,U
15.468958,-90.406742,GT,4339,-6,U
14.583272,-90.527475,GT,4952,-6,U
14.521017,-91.697256,GT,656,-6,U
13.936192,-90.835833,GT,29,-6,U
15.742481,-86.853036,HN,49,-6,U
15.452639,-87.923556,HN,91,-6,U
16.445367,-85.906611,UKN,49,-6,U
16.316814,-86.522961,UKN,18,-6,U
15.775864,-87.475847,UKN,7,-6,U
14.060883,-87.217197,HN,3294,-6,U
15.926847,-85.93825,UKN,3,-6,U
18.404247,-76.969017,JM,90,-5,U
17.935667,-76.7875,UKN,10,-5,U
18.503717,-77.913358,JM,4,-5,U
18.198806,-76.534528,JM,20,-5,U
17.988558,-76.823761,JM,16,-5,U
16.757061,-99.753953,MX,16,-6,S
25.865572,-100.237239,MX,1476,-6,S
21.705558,-102.317858,MX,6112,-6,S
15.775317,-96.262572,MX,464,-6,S
18.834764,-99.2613,MX,4277,-6,S
29.333917,-101.100892,MX,1410,-6,S
18.653739,-91.799017,MX,10,-6,S
30.397439,-107.874969,MX,4850,-7,S
17.573767,-99.514339,MX,4199,-6,S
24.764547,-107.474717,MX,108,-7,S
18.504667,-88.326847,MX,39,-6,S
27.392639,-109.833111,MX,205,-7,S
19.816794,-90.500314,MX,34,-6,S
31.636133,-106.428667,MX,3904,-7,S
28.702875,-105.964567,MX,4462,-7,S
23.703336,-98.956486,MX,761,-6,S
42.5956944,-87.9278056,US,742,-6,A
20.522403,-86.925644,MX,15,-6,S
24.124194,-104.528014,MX,6104,-6,S
21.419453,-104.842581,MX,3020,-7,S
31.795281,-116.602772,MX,66,-8,S
20.5218,-103.311167,MX,5016,-6,S
27.968983,-110.925169,MX,59,-7,S
18.497189,-97.419942,MX,5509,-6,S
29.095858,-111.047858,MX,627,-7,S
19.277011,-103.577397,MX,2467,-6,S
21.245033,-86.739967,MX,7,-6,S
25.549497,-100.928669,MX,4778,-6,S
16.449336,-95.093697,MX,164,-6,S
18.001731,-102.220525,MX,39,-6,S
25.685194,-109.080806,MX,16,-7,S
20.993464,-101.480847,MX,5956,-6,S
24.072694,-110.362475,MX,69,-7,S
25.989194,-111.348361,MX,34,-7,S
25.769894,-97.525311,MX,25,-6,S
20.936981,-89.657672,MX,38,-6,S
32.630634,-115.241637,MX,74,-8,S
19.849944,-101.0255,MX,6033,-6,S
18.103419,-94.580681,MX,36,-6,S
26.955733,-101.470136,MX,1864,-6,S
19.436303,-99.072097,MX,7316,-6,S
25.778489,-100.106878,MX,1278,-6,S
23.161356,-106.266072,MX,38,-7,S
31.226083,-110.975831,MX,3990,-7,S
27.443918,-99.57046,MX,484,-6,S
16.999906,-96.726639,MX,4989,-6,S
20.602671,-97.460839,MX,497,-6,S
19.158144,-98.371447,MX,7361,-6,S
20.0772,-98.782814,MX,7600,-6,S
31.351878,-113.525728,MX,30,-7,S
28.627394,-100.535211,MX,901,-6,S
19.396692,-102.039056,MX,5258,-6,S
20.680083,-105.254167,MX,23,-6,S
15.876861,-97.089117,MX,294,-6,S
20.617289,-100.185658,MX,6296,-6,S
26.008908,-98.228513,MX,139,-6,S
23.15185,-109.721044,MX,374,-7,S
30.930222,-114.808639,MX,148,-8,S
22.254303,-100.930806,MX,6035,-6,S
19.537964,-98.173467,MX,8229,-6,S
16.739919,-93.173297,MX,1909,-6,S
25.568278,-103.410583,MX,3688,-6,S
16.561822,-93.026081,MX,1491,-6,S
32.541064,-116.970158,MX,489,-8,S
22.29645,-97.865931,MX,80,-6,S
22.038292,-98.806503,MX,164,-6,S
19.337072,-99.566008,MX,8466,-6,S
14.794339,-92.370025,MX,97,-6,S
21.036528,-86.877083,MX,20,-6,S
17.997,-92.817361,MX,46,-6,S
19.145931,-96.187267,MX,90,-6,S
22.897112,-102.68689,MX,7141,-6,S
17.601569,-101.460536,MX,26,-6,S
20.045036,-102.275955,MX,5141,-6,S
19.144778,-104.558631,MX,30,-6,S
20.755833,-103.465278,MX,5333,-6,S
11.990961,-83.774086,NI,41,-6,U
12.190044,-86.353872,NI,262,-6,U
12.428028,-86.902361,NI,328,-6,U
12.141494,-86.168178,NI,194,-6,U
14.047194,-83.386722,NI,69,-6,U
9.340853,-82.250842,PA,10,-5,U
9.458636,-82.516806,PA,19,-5,U
8.391003,-82.434992,PA,89,-5,U
8.914794,-79.599633,PA,52,-5,U
8.973339,-79.555583,PA,31,-5,U
8.085597,-80.945253,PA,272,-5,U
9.071364,-79.383453,PA,135,-5,U
9.163606,-83.329872,CR,1214,-6,U
36.2106944,-115.1944444,US,2205,-8,U
8.601556,-82.968614,CR,26,-6,U
9.981408,-84.772736,CR,7,-6,U
38.8819456,-83.8827367,US,958,-5,U
10.202033,-83.472167,CR,56,-6,U
8.916347,-83.507267,CR,49,-6,U
8.653775,-83.180544,CR,49,-6,U
10.217194,-83.797003,CR,883,-6,U
10.593289,-85.544408,CR,270,-6,U
11.035277,-84.706108,CR,131,-6,U
9.957961,-83.022006,UKN,7,-6,U
9.97649,-85.653,CR,33,-6,U
9.993861,-84.208806,CR,3021,-6,U
9.732169,-82.983214,CR,98,-6,U
8.951025,-83.468583,CR,49,-6,U
9.443164,-84.129772,CR,85,-6,U
10.288278,-83.713519,CR,262,-6,U
8.826111,-82.958885,CR,3228,-6,U
13.440947,-89.055728,SV,101,-6,U
13.699492,-89.119861,SV,2021,-6,U
18.271103,-73.788289,HT,203,-5,U
19.732989,-72.194739,HT,10,-5,U
18.241083,-72.5185,HT,167,-5,U
18.58005,-72.292542,HT,122,-5,U
20.365317,-74.506206,CU,26,-5,U
20.396331,-76.621494,CU,203,-5,U
22.027053,-78.789617,CU,335,-5,U
22.460986,-78.328422,CU,13,-5,U
22.15,-80.414167,CU,102,-5,U
21.616453,-81.545989,CU,10,-5,U
21.420428,-77.847433,CU,413,-5,U
19.969769,-75.835414,CU,249,-5,U
21.499722,-78.202778,CU,197,-5,U
19.906458,-75.207056,US,56,-5,U
20.085419,-75.158328,CU,56,-5,U
22.989153,-82.409086,CU,210,-5,U
20.785589,-76.315108,CU,361,-5,U
22.336261,-83.642111,CU,131,-5,U
20.654114,-74.922114,CU,16,-5,U
20.288172,-77.0893,CU,112,-5,U
21.834689,-82.783819,CU,79,-5,U
23.032778,-82.579444,CU,102,-5,U
22.421356,-83.678428,CU,131,-5,U
22.871529,-82.509308,CU,164,-5,U
22.492192,-79.943611,CU,338,-5,U
21.509453,-77.020375,CU,13,-5,U
21.642525,-82.955114,CU,39,-5,U
21.969969,-79.442692,CU,295,-5,U
42.6149167,-88.3895833,US,835,-6,U
23.034445,-81.435278,CU,210,-5,U
20.987642,-76.9358,CU,328,-5,U
19.686981,-79.882789,UKN,8,-5,U
19.292778,-81.35775,KY,8,-5,U
24.287664,-77.684614,BS,19,-5,U
24.698283,-77.795611,BS,5,-5,U
26.511406,-77.083472,BS,6,-5,U
25.053814,-78.048997,BS,5,-5,U
22.441828,-73.970858,BS,11,-5,U
26.004639,-77.395483,BS,8,-5,U
26.745336,-77.391269,BS,8,-5,U
25.417108,-77.88085,UKN,5,-5,U
25.738331,-77.840114,BS,18,-5,U
25.699881,-79.264656,BS,10,-5,U
41.9338342,-88.7056864,US,914,-6,U
23.562631,-75.877958,BS,9,-5,U
23.466667,-75.78167,BS,5,-5,U
25.474861,-76.683489,BS,13,-5,U
25.284706,-76.331011,BS,26,-5,U
24.594258,-76.820214,UKN,8,-5,U
24.8917,-76.177739,BS,10,-5,U
24.169083,-76.439056,BS,5,-5,U
26.558686,-78.695553,BS,7,-5,U
20.975,-73.666862,BS,8,-5,U
23.179014,-75.093597,BS,9,-5,U
23.581444,-75.270475,BS,10,-5,U
22.379528,-73.0135,BS,11,-5,U
25.038958,-77.466231,BS,16,-5,U
22.181803,-75.729456,BS,6,-5,U
23.684378,-74.836186,BS,15,-5,U
24.063275,-74.523967,BS,24,-5,U
17.539144,-88.308203,BZ,15,-6,U
-18.830922,-159.764233,UKN,14,-10,U
-21.202739,-159.805556,CK,19,-10,U
-17.755392,177.443378,FJ,59,12,U
-18.043267,178.559228,FJ,17,12,U
-21.241214,-175.149644,TO,126,13,U
-18.585336,-173.961717,TO,236,13,U
1.381636,173.147036,KI,9,12,U
-1.224469,174.775614,KI,7,12,U
-32.7033,151.488,AU,75,10,O
-13.238281,-176.199228,WF,79,12,U
-13.829969,-172.008336,WS,58,13,U
-14.331,-170.7105,UKN,32,-11,U
-22.434069,-151.360614,UKN,18,-10,U
-23.365353,-149.524072,PF,7,-10,U
-17.352606,-145.509956,UKN,10,-10,U
-15.819928,-140.88715,PF,9,-10,U
-15.119617,-148.230697,PF,6,-10,U
-18.465861,-136.439706,UKN,12,-10,U
-16.05415,-145.656994,UKN,13,-10,U
-14.436764,-146.070056,PF,14,-10,U
-23.079861,-134.890333,UKN,7,-9,U
-15.663333,-146.884769,PF,11,-10,U
-16.583919,-143.658369,UKN,3,-10,U
-14.809458,-138.812811,UKN,5,-10,U
-14.709544,-145.245814,UKN,12,-10,U
-15.248289,-146.616708,UKN,9,-10,U
-14.868055,-148.717225,UKN,11,-10,U
-14.455781,-145.024542,UKN,13,-10,U
-8.795603,-140.228789,UKN,220,-9.5,U
40.4123056,-86.9368889,US,606,-5,A
-16.444378,-151.751286,PF,10,-10,U
-14.954283,-147.6608,UKN,10,-10,U
-16.687242,-151.021667,PF,7,-10,U
-17.489972,-149.761869,PF,9,-10,U
-18.074814,-140.945886,PF,10,-10,U
-16.426486,-152.243669,UKN,15,-10,U
-16.722861,-151.465856,PF,3,-10,U
-17.699325,168.319794,VU,70,11,U
-21.053428,164.837806,NC,23,11,U
-20.546314,164.255625,NC,42,11,U
-20.7748,167.239864,NC,92,11,U
-22.258278,166.472806,NC,10,11,U
-21.481678,168.037508,NC,141,11,U
-20.790028,165.259486,UKN,10,11,U
-20.640556,166.572778,NC,23,11,U
-22.014553,166.212972,NC,52,11,U
-37.008056,174.791667,NZ,23,12,Z
-38.739723,176.084444,NZ,1335,12,Z
-37.029722,174.973333,NZ,111,12,Z
-43.489358,172.532225,NZ,123,12,Z
-43.81,-176.457222,NZ,43,12.75,Z
-45.928055,170.198333,NZ,4,12,Z
-38.663333,177.978333,NZ,15,12,Z
-43.906666,170.128333,NZ,1824,12,Z
-42.713611,170.985278,NZ,146,12,Z
-37.866661,175.332056,NZ,172,12,Z
-39.646667,176.766944,NZ,72,12,Z
-35.262779,173.911944,NZ,492,12,Z
-35.07,173.285278,NZ,270,12,Z
-45.211666,169.373333,NZ,752,12,Z
-43.764999,170.133333,NZ,2153,12,Z
-45.533056,167.65,NZ,687,12,Z
-40.973333,175.633611,NZ,364,12,Z
-39.008611,174.179167,NZ,97,12,Z
-41.298333,173.221111,NZ,17,12,Z
-46.412408,168.312992,NZ,5,12,Z
-40.206039,175.387808,NZ,164,12,Z
-44.97,171.081667,NZ,99,12,Z
-40.320556,175.616944,NZ,151,12,Z
-40.904722,174.989167,NZ,22,12,Z
-45.021111,168.739167,NZ,1171,12,Z
-38.109167,176.317222,NZ,935,12,Z
-39.446389,175.658333,NZ,2686,12,Z
-89.999997,0,UKN,9300,12,U
-37.671944,176.19611,NZ,13,12,Z
-44.302778,171.225278,NZ,89,12,Z
-44.235,170.118333,NZ,1575,12,Z
-41.518333,173.870278,NZ,109,12,Z
-77.867358,167.056572,UKN,68,12,N
-44.722222,169.245556,NZ,1142,12,Z
-43.551111,172.552778,NZ,74,12,Z
-37.920556,176.914167,NZ,20,12,Z
-41.327221,174.805278,NZ,41,12,Z
-39.006944,177.406667,NZ,42,12,Z
-36.787777,174.630278,NZ,100,12,Z
-35.768333,174.365,NZ,133,12,Z
-41.738056,171.580833,NZ,13,12,Z
-39.962222,175.025278,NZ,27,12,Z
34.210017,62.2283,AF,3206,4.5,U
34.399842,70.498625,AF,1814,4.5,U
34.565853,69.212328,AF,5877,4.5,U
31.505756,65.847822,AF,3337,4.5,U
35.930789,64.760917,AF,2743,4.5,U
36.706914,67.209678,AF,1284,4.5,U
33.391331,62.260975,AF,3773,4.5,U
36.750783,65.913164,AF,1053,4.5,U
36.665111,68.910833,AF,1457,4.5,U
26.270834,50.63361,BH,6,3,U
25.918362,50.590557,BH,136,3,U
18.240367,42.656625,SA,6858,3,U
25.285306,49.485189,SA,588,3,U
20.296139,41.634277,SA,5486,3,U
19.98435,42.620881,SA,3887,3,U
25.911281,49.591231,SA,229,3,U
26.471161,49.79789,SA,72,3,U
26.265417,50.152027,SA,84,3,U
16.901111,42.585833,SA,20,3,U
26.302822,43.773911,SA,2126,3,U
31.411942,37.279469,SA,1672,3,U
27.437917,41.686292,SA,3331,3,U
27.039028,49.405083,SA,26,3,U
21.3481,39.173033,SA,7,3,U
21.679564,39.156536,SA,48,3,U
27.900917,45.528194,SA,1352,3,U
24.553422,39.705061,SA,2151,3,U
17.611436,44.419169,SA,3982,3,U
28.335192,46.125069,SA,1174,3,U
25.174547,47.488431,SA,1740,3,U
24.710333,44.964527,SA,2530,3,U
24.107339,41.036047,SA,2840,3,U
22.702608,39.069842,SA,22,3,U
29.626419,43.490614,SA,1474,3,U
24.95764,46.698776,SA,2049,3,U
28.079584,48.610973,SA,13,3,U
30.906589,41.138217,SA,1813,3,U
26.723108,50.030814,SA,6,3,U
17.466875,47.121431,SA,2363,3,U
-32.5625,149.611,AU,1545,10,O
20.464744,45.619644,SA,2021,3,U
28.365417,36.618889,SA,2551,3,U
21.483418,40.544334,SA,4848,3,U
25.212986,46.640978,SA,1870,3,U
27.867844,48.76915,SA,30,3,U
31.692683,38.7312,SA,2803,3,U
39.5022607,-84.7843814,US,1040,-5,U
26.198553,36.476381,SA,66,3,U
24.144244,38.06335,SA,26,3,U
30.371111,48.228333,IR,19,3.5,E
32.434444,48.39764,IR,474,3.5,E
30.74445,49.677183,IR,88,3.5,E
30.337567,50.827964,IR,2414,3.5,E
32.002372,49.270364,IR,1206,3.5,E
30.835167,49.534916,IR,85,3.5,E
30.556192,49.151879,IR,8,3.5,E
31.337431,48.76195,IR,66,3.5,E
25.875742,55.032994,IR,23,3.5,E
28.944811,50.834637,IR,68,3.5,E
27.212678,54.318592,IR,1350,3.5,E
27.481425,52.615483,IR,15,3.5,E
26.526156,53.980211,IR,101,3.5,E
26.532,54.824847,IR,67,3.5,E
29.260278,50.323889,IR,17,3.5,E
25.908869,54.5394,IR,43,3.5,E
26.8103,53.356289,IR,76,3.5,E
34.345853,47.158128,IR,4301,3.5,E
35.245856,47.009247,IR,4522,3.5,E
32.928889,51.561111,IR,5256,3.5,E
32.567039,51.691594,IR,5310,3.5,E
33.895333,51.577044,IR,3465,3.5,E
32.750836,51.861267,IR,5059,3.5,E
32.621108,51.697017,IR,5242,3.5,E
37.325314,49.605817,IR,-40,3.5,E
40.2424722,-85.39575,US,937,-5,U
34.138147,49.847292,IR,5440,3.5,E
35.952097,50.450778,IR,3769,3.5,E
34.98395,50.806219,IR,3008,3.5,E
35.702983,51.475131,IR,4046,3.5,E
35.416111,51.152222,IR,3305,3.5,E
35.644806,51.380695,IR,3627,3.5,E
35.689167,51.313416,IR,3962,3.5,E
36.240061,50.047153,IR,4184,3.5,E
35.776286,50.881014,IR,4040,3.5,E
27.218317,56.37785,IR,22,3.5,E
28.726925,57.670269,IR,2663,3.5,E
30.274444,56.951111,IR,5741,3.5,E
27.158251,56.172461,IR,19,3.5,E
26.754639,55.902353,IR,45,3.5,E
29.550933,55.672708,IR,5846,3.5,E
32.898056,59.266111,IR,4952,3.5,E
36.501178,61.064903,IR,945,3.5,E
36.425094,55.104833,IR,4197,3.5,E
-20.276,148.755,AU,60,10,O
33.66775,56.892675,IR,2312,3.5,E
37.383272,55.452008,IR,425,3.5,E
36.909908,50.679589,IR,-70,3.5,E
-31.282072,-61.501594,AR,100,-3,N
28.891756,53.723339,IR,4261,3.5,E
28.586675,53.579144,IR,3358,3.5,E
27.372744,53.188794,IR,1337,3.5,E
29.539242,52.589786,IR,4920,3.5,E
38.427453,44.973575,IR,3981,3.5,E
41.5209,2.10508,ES,0,1,E
38.133889,46.235,IR,4459,3.5,E
36.77365,48.359422,IR,5382,3.5,E
31.904908,54.276503,IR,4054,3.5,E
31.098333,61.543889,IR,1628,3.5,E
25.44335,60.382114,IR,43,3.5,E
29.475686,60.906189,IR,4564,3.5,E
27.236117,60.720039,IR,2040,3.5,E
27.419261,62.315789,IR,3930,3.5,E
31.722556,35.993214,JO,2395,2,E
31.972703,35.991569,JO,2555,2,E
29.611619,35.018067,JO,175,2,E
32.160747,37.149383,JO,2220,2,E
31.864722,35.219167,PS,2485,2,U
32.356353,36.259181,JO,2240,2,E
29.226567,47.968928,KW,206,3,U
33.820931,35.488389,UKN,87,2,E
34.589333,36.011322,LB,75,2,E
24.432972,54.651138,AE,88,4,U
24.428333,54.458084,AE,16,4,U
24.073981,52.463644,AE,50,4,U
24.187428,52.614,AE,43,4,U
65.6558,-16.9181,IS,1030,0,N
24.248249,54.547722,AE,77,4,U
24.780528,52.559944,AE,15,4,U
25.146219,52.873711,UKN,12,4,U
24.861542,53.077833,UKN,14,4,U
25.252778,55.364444,AE,62,4,U
25.112225,56.323964,AE,152,4,U
25.613483,55.938817,AE,102,4,U
25.328575,55.51715,AE,111,4,U
26.170986,56.240569,OM,100,4,U
20.675434,58.890467,OM,64,4,U
23.593278,58.284444,OM,48,4,U
17.038719,54.091297,OM,73,4,U
17.666,54.024612,OM,1570,4,U
32.056108,72.9484,PK,600,5,N
-17.917,25.817,ZW,3210,2,U
46,5,FR,821,1,U
31.365014,72.994842,PK,591,5,N
25.233308,62.329494,PK,36,5,N
35.918786,74.333644,PK,4796,5,N
28.284167,68.449711,PK,185,5,N
24.906547,67.160797,PK,100,5,N
31.521564,74.403594,PK,712,5,N
31.494794,74.346239,PK,679,5,N
33.050086,73.638381,PK,902,5,N
34.339022,73.508639,PK,2691,5,N
32.563089,71.570681,PK,690,5,N
27.335156,68.143053,PK,154,5,N
24.893564,66.938753,PK,35,5,N
30.203222,71.419111,PK,403,5,N
26.219442,68.390053,PK,95,5,N
30.741025,73.357736,PK,568,5,N
26.954547,64.132517,PK,3289,5,N
25.290487,63.345083,PK,33,5,N
33.993911,71.514581,PK,1158,5,N
33.560153,73.033217,PK,1581,5,N
30.251369,66.937764,PK,5267,5,N
28.3839,70.279572,PK,271,5,N
33.616653,73.099233,PK,1668,5,N
34.081112,71.972583,PK,1050,5,N
33.849658,73.798147,PK,5479,5,N
48.9797222,-123.0788889,US,10,-8,A
27.721989,68.791683,PK,196,5,N
34.813556,72.352814,PK,3183,5,N
28.645142,69.176917,PK,763,5,N
24.841519,68.838408,PK,28,5,N
32.304664,69.570433,PK,4550,5,N
31.358381,69.463606,PK,4728,5,N
30.549069,47.662142,IQ,11,3,U
36.180675,37.224358,SY,1276,2,E
33.410636,36.514267,SY,2020,2,E
35.285374,40.175961,SY,700,2,E
35.401094,35.948681,SY,157,2,E
34.557361,38.316889,SY,1322,2,E
25.261125,51.565056,QA,35,3,U
-2.768122,-171.710394,KI,9,13,U
14.174308,145.242536,MP,607,10,U
15.119003,145.729356,MP,215,10,U
13.583953,144.930025,GU,627,10,U
13.48345,144.795983,GU,298,10,U
14.999203,145.61935,MP,271,10,U
-32.0372,150.832,AU,745,10,O
7.064758,171.272022,MH,6,12,U
9.396886,167.470869,MH,9,12,U
8.720122,167.731661,MH,9,12,U
1.986161,-157.349778,KI,5,-12,U
28.201725,-177.380636,UKN,13,-11,U
7.461869,151.843006,UKN,11,10,U
6.9851,158.208989,FM,10,11,U
7.367303,134.544278,PW,176,9,U
5.356975,162.958386,UKN,11,11,U
9.498911,138.082497,FM,91,10,U
24.427892,118.359197,TW,93,8,U
22.672367,120.461728,TW,78,8,U
24.855136,121.237636,TW,790,8,U
22.754986,121.101681,TW,143,8,U
22.673853,121.466481,TW,28,8,U
22.577094,120.350006,TW,31,8,U
23.461779,120.39283,TW,85,8,U
22.028842,121.533642,TW,44,8,U
24.264668,120.62058,TW,663,8,N
-32.7875,151.342,AU,211,10,O
22.950361,120.205778,TW,63,8,U
24.818033,120.939394,TW,26,8,U
23.568669,119.628311,TW,103,8,U
22.793117,121.181975,TW,128,8,U
22.700239,120.482,TW,97,8,U
25.069722,121.5525,TW,18,8,U
25.077731,121.232822,TW,106,8,U
23.370833,119.494444,TW,115,8,U
24.023725,121.616906,TW,52,8,U
35.764722,140.386389,JP,141,9,U
36.166758,137.922669,JP,2182,9,U
36.181083,140.415444,JP,105,9,U
24.289697,153.979119,UKN,22,9,U
24.784,141.322722,JP,384,9,U
33.662222,135.364444,JP,298,9,U
34.590836,133.933225,JP,3,9,U
42.733333,143.217222,JP,505,9,U
42.7752,141.692283,JP,82,9,U
41.77,140.821944,JP,151,9,U
42.794475,141.666447,JP,87,9,U
43.880606,144.164053,JP,135,9,U
43.5775,144.96,JP,234,9,U
42.890544,143.158475,JP,281,9,U
45.404167,141.800833,JP,30,9,U
33.749027,129.785417,JP,41,9,U
33.93,131.278611,JP,23,9,U
34.284889,129.33055,JP,213,9,U
44.303914,143.404028,JP,80,9,U
43.670833,142.4475,JP,721,9,U
42.071667,139.432911,JP,161,9,U
45.242006,141.186431,JP,112,9,U
33.883083,130.653,JP,98,9,U
30.385569,130.659017,UKN,124,9,U
32.666269,128.832808,JP,273,9,U
33.585942,130.450686,JP,32,9,U
30.605067,130.991231,JP,768,9,U
31.803397,130.719408,JP,906,9,U
31.877222,131.448611,JP,20,9,U
32.083611,131.451389,JP,259,9,U
33.479444,131.737222,JP,19,9,U
33.845942,131.034689,UKN,21,9,U
32.837319,130.85505,JP,642,9,U
32.916944,129.913611,UKN,15,9,U
31.367608,130.845456,JP,214,9,U
33.685,131.040278,JP,55,9,U
28.430633,129.712542,JP,27,9,U
27.425522,128.700903,JP,101,9,U
27.836381,128.881253,UKN,17,9,U
36.142847,136.223922,JP,19,9,U
35.394078,136.869667,JP,128,9,U
34.750239,137.703083,JP,150,9,U
36.394611,136.406544,JP,36,9,U
36.181125,133.324844,JP,311,9,U
36.648333,137.1875,JP,95,9,U
34.812778,138.298056,JP,23,9,U
34.436111,132.919444,JP,1088,9,U
34.756944,133.855278,JP,806,9,U
35.413611,132.89,JP,15,9,U
34.034667,131.549194,JP,7,9,U
35.492222,133.236389,JP,20,9,U
34.14386,132.23575,JP,7,9,U
33.546111,133.669444,JP,42,9,U
33.827222,132.699722,UKN,25,9,U
34.785528,135.438222,JP,50,9,U
35.530069,134.166553,JP,65,9,U
34.132808,134.606639,JP,26,9,U
34.214167,134.015556,JP,607,9,U
34.596311,135.602944,JP,39,9,U
34.045322,131.052144,JP,13,9,U
40.734722,140.690833,JP,664,9,U
38.411894,140.371331,JP,353,9,U
38.060181,138.413928,JP,88,9,U
40.556447,141.466325,JP,152,9,U
39.428611,141.135278,JP,297,9,U
39.615556,140.218611,JP,313,9,U
40.703222,141.368364,JP,119,9,U
38.139722,140.916944,JP,15,9,U
38.404919,141.219572,JP,7,9,U
50.1929,14.1532,CZ,233,1,E
35.454611,139.450167,JP,205,9,U
34.987053,139.829208,UKN,10,9,U
33.115,139.785833,JP,303,9,U
35.841944,139.410556,JP,295,9,U
35.398272,139.909936,JP,10,9,U
35.798944,140.011111,JP,98,9,U
34.782033,139.360306,JP,130,9,U
35.513769,139.393675,JP,360,9,U
35.552258,139.779694,UKN,35,9,U
35.748492,139.348483,JP,463,9,U
35.126389,126.808889,KR,39,9,U
35.878436,127.11955,KR,96,9,U
34.842328,127.61685,KR,53,9,U
38.142614,128.598556,KR,92,9,U
37.753561,128.943625,KR,35,9,U
40.5200833,-90.6523889,US,707,-6,U
33.511306,126.493028,KR,118,9,U
35.141175,128.695792,KR,8,9,U
35.179528,128.938222,KR,6,9,U
-17.5453,128.307,AU,0,8,U
35.593494,129.351722,KR,45,9,U
36.962214,127.031072,KR,51,9,U
37.445833,127.113889,KR,92,9,U
37.090617,127.029594,KR,40,9,U
37.558311,126.790586,KR,58,9,U
37.239406,127.007053,KR,88,9,U
35.987858,129.420486,KR,70,9,U
35.894108,128.658856,KR,116,9,U
36.631933,128.35485,KR,354,9,U
26.195814,127.645869,JP,12,9,N
26.728775,127.761775,JP,184,9,U
26.355612,127.767633,JP,143,9,U
24.344525,124.186983,JP,93,9,U
26.363506,126.713806,UKN,23,9,U
25.846533,131.263494,JP,167,9,U
24.782833,125.295111,JP,150,9,U
25.944722,131.326944,JP,80,9,U
24.826667,125.144722,JP,54,9,U
24.653889,124.675278,UKN,36,9,U
27.043964,128.401517,JP,52,9,U
26.274275,127.756494,JP,247,9,U
24.466944,122.977778,UKN,70,9,U
14.508647,121.019581,PH,75,8,N
37.6194,61.8967,TM,728,5,U
7.165242,124.209619,PH,189,8,N
8.415619,124.611219,PH,601,8,N
7.827197,123.458294,PH,5,8,N
6.058003,125.096033,PH,505,8,N
-3.070875,39.2194305555556,KE,400,3,U
6.922419,122.059633,PH,33,8,N
16.375103,120.619636,PH,4251,8,N
14.129167,122.980181,PH,10,8,N
14.986527,120.4925,PH,151,8,N
16.034786,120.241106,PH,7,8,N
12.361517,121.046639,PH,14,8,N
13.955017,121.124925,PH,1220,8,N
13.208092,120.60535,PH,13,8,N
17.555331,120.355797,PH,16,8,N
15.729836,121.500133,PH,108,8,N
-2.8,37.5333333333333,KE,3900,3,U
-0.245167,36.8849,KE,6300,3,U
55.7001,11.2549,DK,13,1,E
16.619194,121.252319,PH,820,8,N
11.227628,125.027758,PH,10,8,N
10.642511,122.929617,PH,25,8,N
60.1939,11.1004,NO,681,1,E
9.333714,123.300472,PH,15,8,N
11.924503,121.95405,PH,7,8,N
11.035544,125.741594,PH,7,8,N
10.713044,122.545297,PH,27,8,N
11.679431,122.376294,PH,14,8,N
10.307542,123.979439,PH,31,8,N
44.9262845,-89.6270018,US,1201,-6,U
9.742119,118.758731,PH,71,8,N
