@relation Airport-weka.filters.unsupervised.attribute.Remove-R4

@attribute Numerical_1 numeric
@attribute Numerical_2 numeric
@attribute Country{EU,AL,AT,AX,BA,BE,BG,BY,CH,CZ,DE,DK,EE,ES,FI,FO,FR,GB,GG,GI,GR,HR,HU,IE,IM,IS,IT,JE,LI,LT,LU,LV,MC,MD,ME,MK,MT,NL,NO,PL,PT,RO,RS,RU,SE,SI,SJ,SK,TR,UA,XK,AS,AE,AF,AM,AZ,BD,BH,BN,BT,CC,CN,CX,CY,GE,HK,ID,IL,IN,IO,IQ,IR,JO,JP,KG,KH,KP,KR,KW,KZ,LA,LB,LK,MM,MN,MO,MY,NP,OM,PH,PK,PS,QA,SA,SG,SY,TH,TJ,TL,TM,TW,UZ,VN,YE,NAC,AG,AI,AW,BB,BL,BS,BQ,BZ,CA,CR,CU,DM,DO,GD,GL,GP,GT,HN,HT,JM,KN,KY,LC,MF,MQ,MS,MX,NI,PA,PR,SV,TC,TT,US,VC,VG,VI,AO,BF,BI,BJ,BW,CD,CF,CG,CI,CM,CV,DJ,DZ,EG,EH,ER,ET,GA,GH,GM,GN,GQ,GW,KE,KM,LR,LS,LY,MA,MG,ML,MR,MU,MW,MZ,NA,NE,NG,RE,RW,SC,SD,SH,SL,SN,SO,SS,ST,SZ,TD,TG,TN,TZ,UG,ZA,ZM,ZW,AN,AQ,GS,SAC,AR,BO,BR,CL,CO,EC,FK,GF,GY,PE,PY,SR,UY,VE,OC,AU,CK,FJ,FM,GU,KI,MH,MP,NC,NF,NR,NU,NZ,PF,PG,PW,SB,TO,TV,UM,VU,WF,WS,UKNC,UKN}
@attribute Altitude numeric
@attribute Timezone numeric
@attribute DST {U,E,N,A,S,O,Z}

@data
32.420756,-99.8546,US,1789,-6,A
33.220972,-92.813278,US,277,-6,A
40.777245,-73.872608,US,22,-5,A
30.396528,-84.350333,US,81,-5,A
41.907778,-88.248611,US,758,-6,A
31.611289,-97.230519,US,516,-6,A
44.320647,-69.797317,US,352,-5,A
32.083486,-97.097228,US,685,-6,A
30.235834,-81.680556,US,22,-5,A
35.599889,-88.915611,US,434,-6,A
21.152886,-157.096256,US,454,-10,N
37.907058,-85.972106,US,756,-5,A
34.708417,-77.439667,US,26,-5,A
31.35775,-100.496306,US,1919,-6,A
32.669502,-115.51333,US,4,-8,A
39.795383,-121.858422,US,238,-8,A
44.471861,-73.153278,US,335,-5,A
30.494056,-81.687861,US,30,-5,A
37.151516,-107.75377,US,6685,-7,A
38.944533,-77.455811,US,313,-5,A
30.588583,-96.363833,US,321,-6,A
47.682819,-117.322558,US,1953,-8,A
42.947222,-87.896583,US,723,-6,A
32.411319,-99.681897,US,1791,-6,A
38.818094,-92.219631,US,889,-6,A
45.588722,-122.5975,US,30,-8,A
25.861806,-80.897,US,13,-5,A
26.683161,-80.095589,US,19,-5,A
32.819778,-97.362444,US,710,-6,A
44.681854,-75.4655,US,297,-5,A
41.658439,-70.521417,US,131,-5,A
47.53,-122.301947,US,21,-8,A
29.384228,-98.581108,US,691,-6,A
21.318681,-157.922428,US,13,-10,N
41.533972,-93.663083,US,958,-6,A
35.072972,-77.042944,US,18,-5,A
32.733556,-117.189667,US,17,-8,A
32.510864,-92.037689,US,79,-6,A
33.972719,-80.470564,US,242,-5,A
34.056,-117.601194,US,944,-8,A
33.067839,-96.065333,US,535,-6,A
33.301556,-104.530556,US,3671,-7,A
42.409195,-83.009861,US,626,-5,A
25.906833,-97.425861,US,22,-6,A
31.321339,-85.449628,US,401,-6,A
39.008507,-74.908275,US,23,-5,A
39.416584,-118.70098,US,3934,-8,A
42.608333,-82.8355,US,580,-5,A
36.74125,-108.229944,US,5506,-7,A
27.770361,-97.501222,US,44,-6,A
43.111187,-76.106311,US,421,-5,A
24.575834,-81.688889,US,6,-5,A
41.785972,-87.752417,US,620,-6,A
37.3626,-121.929022,US,62,-8,A
32.687528,-103.217028,US,3661,-7,A
40.081944,-75.010586,US,121,-5,A
39.861656,-104.673178,US,5431,-7,A
39.871944,-75.241139,US,36,-5,A
42.402603,-96.384367,US,1098,-6,A
32.69285,-83.649211,US,354,-5,A
33.236944,-107.27175,US,4853,-7,A
34.629391,-118.08456,US,2543,-8,A
29.529675,-98.2789,US,762,-6,A
32.829222,-115.671667,US,-42,-8,A
39.997972,-82.891889,US,815,-5,A
36.005094,-94.170059,US,1251,-6,A
34.649833,-98.402167,US,1189,-6,A
45.559868,-93.608217,US,979,-6,A
39.826111,-84.048332,US,823,-5,A
64.736178,-156.937417,US,152,-9,A
33.269111,-111.811111,US,1243,-7,A
32.781606,-98.060175,US,974,-6,A
37.621853,-97.268192,US,1371,-6,A
29.825333,-90.035,US,3,-6,A
32.477411,-80.723161,US,37,-5,A
33.453722,-93.991028,US,390,-6,A
44.650944,-73.468139,US,234,-5,A
39.466219,-76.168808,US,57,-5,A
35.182777,-103.603186,US,4065,-7,A
61.174361,-149.996361,US,152,-9,A
31.06725,-97.828917,US,1015,-6,A
35.083228,-108.791778,US,6454,-7,A
48.792694,-122.537528,US,170,-8,A
35.356667,-89.870278,US,320,-6,A
38.889444,-79.857139,US,1987,-5,A
41.736722,-72.649444,US,18,-5,A
41.920764,-71.491381,US,441,-5,A
30.691231,-88.242814,US,219,-6,A
37.416142,-122.049139,US,32,-8,A
35.617108,-106.089422,US,6348,-7,A
22.022833,-159.785,US,23,-10,A
30.831722,-93.339917,US,202,-6,A
19.760056,-155.553717,US,6190,-10,A
31.417722,-110.84789,US,3955,-7,A
27.849339,-82.521214,US,14,-5,A
38.545178,-89.835183,US,459,-6,A
25.907,-80.278389,US,8,-5,A
29.374208,-100.927158,US,1002,-6,A
26.536167,-81.755167,US,30,-5,A
58.676778,-156.649278,US,68,-9,A
40.434811,-76.569411,US,489,-5,A
20.962936,-156.673031,US,256,-10,N
40.639751,-73.778925,US,13,-5,A
25.48855,-80.383567,US,6,-5,A
33.951875,-117.445103,US,818,-8,A
39.368332,-94.914686,US,772,-6,A
37.940194,-75.466389,US,40,-5,A
32.852519,-106.106525,US,4093,-7,A
40.199833,-75.148167,US,358,-5,A
41.155722,-104.811839,US,6156,-7,A
37.894167,-121.238306,US,33,-8,A
32.898647,-80.040528,US,45,-5,A
39.499108,-119.768108,US,4415,-8,A
55.355556,-131.71375,UKN,88,-9,A
42.237928,-83.530408,US,716,-5,A
34.737333,-120.584306,US,369,-8,A
33.562942,-86.75355,US,644,-6,A
40.033333,-74.353333,US,103,-5,A
52.712275,174.11362,US,98,-9,A
36.236197,-115.034253,US,1870,-8,A
33.880711,-117.259453,US,1535,-8,A
37.625817,-120.954422,US,97,-8,A
38.695417,-121.590778,US,27,-8,A
42.422161,-87.867908,US,727,-6,A
38.805805,-104.700778,US,6187,-7,A
42.940525,-78.732167,US,724,-5,A
41.433361,-82.652333,US,580,-5,A
47.906342,-122.281564,US,606,-8,A
43.043603,-115.872431,US,2996,-7,A
37.700967,-113.098847,US,5622,-7,A
41.938889,-72.683222,US,173,-5,A
26.175833,-98.238611,US,107,-6,A
36.937644,-76.289289,US,15,-5,A
42.194014,-72.534783,US,241,-5,A
33.663639,-101.822778,US,3282,-6,A
41.978603,-87.904842,US,668,-6,A
26.3785,-80.107694,US,13,-5,A
64.815114,-147.856267,US,434,-9,A
38.501683,-77.305333,US,11,-5,A
34.382775,-103.322147,US,4295,-7,A
21.450453,-157.768,US,24,-10,A
41.118332,-95.912511,US,1052,-6,A
62.154888,-145.456639,US,1580,-9,A
43.991922,-76.021739,US,325,-5,A
33.829667,-116.506694,US,477,-8,A
35.219369,-101.705931,US,3607,-6,A
42.5512,-94.191842,US,1157,-6,A
32.50182,-93.662674,US,166,-6,A
38.950944,-95.663611,US,1078,-6,A
28.456694,-99.220294,US,474,-6,A
34.270615,-77.902569,US,32,-5,A
30.533167,-91.149639,US,70,-6,A
32.552083,-88.555557,US,317,-6,A
32.354139,-95.402386,US,544,-6,A
39.175361,-76.668333,US,146,-5,A
34.991308,-99.051353,US,1564,-6,A
20.785611,-156.951419,US,1308,-10,N
31.3274,-92.549833,US,89,-6,A
32.341484,-106.40277,US,3934,-7,A
55.206061,-162.725436,US,96,-9,A
36.198389,-95.888111,US,677,-6,A
57.047138,-135.361611,US,21,-9,A
40.79525,-73.100222,US,99,-5,A
44.881956,-93.221767,US,841,-6,A
39.678722,-75.606528,US,79,-5,A
53.900139,-166.5435,US,22,-9,A
29.993389,-90.258028,US,4,-6,A
43.646161,-70.309281,US,77,-5,A
35.393089,-97.600733,US,1295,-6,A
42.748267,-73.801692,US,285,-5,A
61.133949,-146.248342,US,118,-9,A
37.082881,-76.360547,US,11,-5,A
33.675667,-117.868222,US,56,-8,A
33.643833,-88.443833,US,219,-6,A
25.647889,-80.432777,US,8,-5,A
36.820703,-76.033542,US,22,-5,A
40.648094,-86.152119,US,812,-5,A
42.908,-106.464417,US,5347,-7,A
30.48325,-86.5254,US,87,-6,A
32.343947,-86.987803,US,166,-6,A
24.556111,-81.759556,US,3,-5,A
35.214,-80.943139,US,748,-5,A
36.080056,-115.15225,US,2141,-8,A
28.429394,-81.308994,US,96,-5,A
34.185361,-79.723889,US,146,-5,A
47.482,-111.370689,US,3677,-7,A
41.260736,-80.679097,US,1196,-5,A
64.8375,-147.614444,US,454,-9,A
45.194444,-123.135944,US,163,-8,A
32.640144,-83.59185,US,294,-5,A
13.681108,100.747283,TH,5,7,U
-2.558044,120.324383,ID,164,8,N
-2.531203,121.357639,ID,1388,8,N
-3.044736,119.821536,ID,2884,8,N
-4.081608,122.418231,ID,538,8,N
5.874131,95.339672,ID,393,7,N
-7.346603,108.246092,ID,1148,7,N
-7.615767,111.434117,ID,361,7,N
-7.926556,112.714514,ID,1726,7,N
-6.293169,106.5699,ID,151,7,N
-6.900625,107.576294,ID,2436,7,N
-6.756144,108.539672,ID,89,7,N
-7.788181,110.431758,ID,350,7,N
-7.645056,109.033911,ID,69,7,N
-6.336964,106.764561,ID,200,7,N
-6.971447,110.374122,ID,13,7,N
1.121028,104.118753,ID,126,7,N
-2.745722,107.754917,ID,164,7,N
-2.1622,106.139064,ID,109,7,N
0.922683,104.532311,ID,52,7,N
-0.479189,104.579283,ID,95,7,N
-3.442356,114.762553,ID,66,8,N
-3.412408,115.995136,ID,3,8,N
-2.705197,111.673208,ID,75,7,N
-2.225128,113.942661,ID,82,7,N
46.6166,9.9833,CH,5100,1,U
-8.640647,122.236889,ID,115,8,N
-8.849294,121.660644,ID,49,8,N
-8.597011,120.477061,ID,3510,8,N
-10.171583,123.671136,ID,335,8,N
-8.486656,119.88905,ID,66,8,N
-1.268272,116.894478,ID,12,8,N
3.326694,117.565569,ID,20,8,N
-0.484531,117.157111,ID,33,8,N
-0.093215,117.439292,ID,121,8,N
-8.560708,116.094656,ID,52,8,N
-8.539647,118.687322,ID,3,8,N
48.446075,15.631243,AT,1022,1,E
-9.669217,120.302006,ID,33,8,N
-7.379831,112.786858,ID,9,7,N
-7.516089,110.756892,ID,421,7,N
18.766847,98.962644,TH,1036,7,U
19.952342,99.882928,TH,1280,7,U
8.539617,99.944725,TH,13,7,U
-8.748169,115.167172,ID,14,8,N
14.949497,102.312736,TH,765,7,U
17.383794,104.643022,TH,587,7,U
15.251278,104.870231,TH,406,7,U
16.466628,102.783661,TH,670,7,U
17.237992,99.818183,TH,179,7,U
37.936358,23.944467,GR,308,2,E
34.858414,136.805408,UKN,15,9,U
34.632778,135.223889,UKN,22,9,U
46.743861,-117.109583,US,2556,-8,A
46.3745,-117.015389,US,1442,-8,A
42.159889,-76.891611,US,954,-5,A
42.491028,-76.458444,US,1099,-5,A
36.587,-121.842944,US,257,-8,A
34.426211,-119.840372,US,10,-8,A
29.179917,-81.058056,US,34,-5,A
25.013092,121.215216,TW,250,8,N
56.5175,21.096944,LV,16,2,E
56.923611,23.971111,LV,34,2,E
55.893886,23.394975,LT,443,2,E
56.070556,23.558056,LT,270,2,E
54.963919,24.084778,LT,256,2,E
54.879792,23.881511,LT,246,2,E
55.973228,21.093856,LT,33,2,E
54.634133,25.285767,LT,646,2,E
55.729444,24.460833,LT,197,2,E
40.122114,44.464992,AM,2948,4,E
41.04845,44.337172,AM,4836,4,E
40.147275,44.395881,AM,2838,4,E
40.750369,43.859342,AM,5000,4,E
13.071783,42.645006,ER,46,3,U
15.291853,38.910667,ER,7661,3,U
15.669989,39.370103,ER,194,3,U
31.246389,34.276111,PS,320,2,U
14.662639,49.375028,YE,54,3,U
41.610278,41.599694,GE,105,4,N
42.176653,42.482583,GE,223,4,N
41.669167,44.954722,GE,1624,4,N
13.685964,44.139056,YE,4838,3,U
14.753,42.976336,YE,41,3,U
12.829542,45.028792,YE,7,3,U
14.551322,46.826183,YE,3735,3,U
16.191667,52.175,YE,134,3,U
15.476258,44.219739,YE,7216,3,U
47.988758,10.2395,DE,2077,1,E
14.781972,45.720083,YE,3800,3,U
50.2735,-116.14,CA,358,-7,A
12.630672,53.905778,YE,146,3,U
18.719311,50.836911,YE,908,3,U
38.771867,34.53455,TR,3100,2,E
-34.822222,-58.535833,AR,67,-3,N
36.237611,43.963158,IQ,1341,3,U
-23.5675,148.179167,AU,624,10,O
37.5354,23.4346,UKN,68,2,E
34.4347222,135.244167,UKN,49,9,U
40.701214,-74.009028,UKN,7,-5,A
9.66408056,123.853247,PH,38,8,N
69.23444,-51.05111,GL,2,-3,E
68.833336,-51,GL,2,-3,E
68.7,-52.75,UKN,2,-3,E
39.55361,2.727778,ES,24,1,E
-12.4083333,130.87266,AU,103,9.5,N
9.1325,99.135556,TH,286,7,U
21.173833266,94.9246666,MM,290,6.5,U
11.9214999,121.953,PH,20,8,N
25.767,-79.25,BS,0,-5,U
62.3205,-150.093694,US,358,-9,A
36.027222,14.272778,MT,300,1,E
41.26375,-72.886806,US,14,-5,A
35.436194,-82.541806,US,2165,-5,A
36.09775,-79.937306,US,925,-5,A
43.582014,-96.741914,US,1429,-6,A
-25.186111,130.975556,AU,1626,9.5,N
42.932556,-71.435667,US,266,-5,A
26.152619,-81.775294,US,8,-5,A
5.76528,103.007,MY,10,8,N
38.1740858,-85.7364989,US,501,-5,A
38.138639,-78.452861,US,639,-5,A
37.325472,-79.975417,US,1175,-5,A
38.0365,-84.605889,US,979,-5,A
38.036997,-87.532364,US,418,-6,A
35.0402222,-106.6091944,US,5355,-7,A
45.777643,-111.160151,US,4500,-7,A
45.80921,-108.537654,US,3652,-7,A
45.954806,-112.497472,US,5550,-7,A
44.741445,-85.582235,US,624,-5,A
16.913819,-89.866383,GT,427,-6,U
44.4497689,-68.3615653,US,83,-5,A
44.0601111,-69.0992303,US,56,-5,A
43.607333333,-110.73775,US,6451,-7,A
42.1953611,-89.0972222,US,742,-6,A
55.408611,37.906111,RU,588,4,N
18.302897,109.412272,CN,92,8,U
-44.67333,167.92333,NZ,10,12,Z
40.7425,-73.971944,UKN,10,-5,A
26.883333,100.23333,CN,7923,8,U
34.895556,-82.218889,US,964,-5,A
50.9425,6.958056,DE,100,1,E
48.783611,9.181667,DE,200,1,E
40.477111,-88.915917,US,871,-6,A
30.407278,-89.070111,US,28,-6,A
42.234875,-85.552058,US,874,-5,A
41.586806,-83.807833,US,684,-5,A
40.978472,-85.195139,US,815,-5,A
39.834564,-88.865689,US,682,-6,A
41.884694,-91.710806,US,869,-6,A
43.878986,-91.256711,US,654,-6,A
44.772726,-89.646635,US,840,-6,A
40.664203,-89.693258,US,660,-6,A
44.257526,-88.507576,US,680,-6,A
43.908283,-92.500014,US,1317,-6,A
40.03925,-88.278056,US,754,-6,A
39.140972,-96.670833,US,1057,-6,A
-35.713889,137.521389,AU,24,9.5,O
-25.318889,152.880278,AU,60,10,O
47.59,7.529167,FR,885,1,E
25.649444,100.319444,CN,6978,8,U
21.973914,100.759611,CN,1815,8,U
4.048333,114.805,MY,80,8,N
27.977222,34.394722,EG,143,2,N
41.377874,-79.860362,US,1540,-5,A
-1.319167,36.9275,KE,5327,3,N
-2.458056,34.8225,TZ,5080,3,U
-50.280322,-72.053103,AR,669,-3,N
-30.528056,151.617222,AU,3556,10,O
39.122413,-108.526735,US,4858,-7,A
37.090583,-113.593056,US,2941,-7,A
30.063746,-95.554276,US,152,-6,A
28.429977,-96.442859,US,10,-6,A
27.395444,-82.554389,US,30,-5,A
34.209811,-118.489972,US,802,-8,A
32.364042,-64.678703,UKN,12,-4,A
28.622552,-80.83541,US,30,-5,A
41.448528,-90.507539,US,590,-6,A
30.212083,-85.682806,US,20,-6,A
-9.428,160.054789,SB,28,11,U
-17.556667,-149.611389,PF,7,-10,U
-0.547458,166.9191,NR,22,12,U
-8.525,179.196389,TV,9,12,U
55.012622,82.650656,RU,365,7,N
28.398,-81.57,US,340,-5,A
55.89,10.62,DK,1,1,E
19.449997,103.158333,LA,3445,7,U
16.401499,107.702614,VN,48,7,U
46.775842,-100.757931,US,1661,-6,A
37.953759,-107.90848,US,9078,-7,A
38.481944,106.009167,CN,3600,8,U
19.301667,97.975,TH,929,7,U
44.045278,-103.057222,US,3204,-7,A
33.0742,-117.1648,US,328,-8,A
42.965424,-83.743629,US,782,-5,A
7.125522,125.645778,PH,59,8,N
32.697889,-16.774453,PT,192,0,E
-2.422431,-54.792789,BR,198,-4,S
10.579686,103.636828,KH,33,7,N
64.698889,-110.614722,CA,1540,-7,A
-39.465833,176.87,NZ,6,12,Z
-17.68333,178.83333,FJ,11,12,N
29.297778,90.911944,CN,13136,8,U
40.509,-122.293389,US,504,-8,A
44.124583,-123.211972,US,374,-8,A
43.514556,-112.07075,US,4744,-7,A
42.374228,-122.8735,US,1335,-8,A
-42.416668,173.68333,NZ,19,12,Z
44.254066,-121.149964,US,3077,-8,A
-41.348333,173.955278,NZ,60,12,Z
-22.486667,17.4625,NA,5640,1,S
48.422778,-123.3875,UKN,0,-8,A
49.289722,-123.115833,UKN,0,-8,A
36.857214,117.215992,CN,76,8,U
31.941667,119.711667,CN,39,8,U
28.800278,104.544444,CN,1000,8,U
57.189567,65.3243,RU,378,6,N
40.9160833,-81.4421944,US,1228,-5,A
34.6371944,-86.7750556,US,629,-6,A
39.3451039,-81.4392031,US,858,-5,A
32.3006389,-86.3939722,US,221,-6,A
36.4752222,-82.4074167,US,1519,-5,A
37.0602875,-88.7729583,US,410,-6,A
53.5,50.15,RU,0,4,N
11.5472,43.1594,DJ,49,3,U
19.934856,110.458961,CN,75,8,U
-7.913889,39.665,TZ,60,3,U
48.310472,-114.256,US,2977,-7,A
-7.75093364715576,38.2032814025878,TZ,60,3,U
36.9261,-111.4483,US,4316,-7,A
16.091667,-86.8875,HN,10,-6,U
4.554722,-61.144922,VE,3585,-4.5,U
43.532913,-84.079647,US,668,-5,A
42.208689,-75.979839,US,1636,-5,A
33.262539,44.234578,IQ,114,3,U
18.807914,100.783419,TH,685,7,U
16.116761,103.773797,TH,451,7,U
15.229539,103.253231,TH,590,7,U
9.777622,98.585483,TH,57,7,U
12.274572,102.318958,TH,105,7,U
33.619167,-114.716889,US,399,-8,A
33.785608,42.4412,IQ,618,3,U
33.338053,43.597072,IQ,275,3,U
33.940194,44.361583,IQ,161,3,U
15.185833,120.560278,PH,484,8,N
5.900897,118.059486,MY,46,8,N
20.960556,101.4025,LA,1968,7,U
20.6827,101.994,LA,1380,7,N
41.3824,123.2901,CN,198,8,U
37.2716,118.2819,CN,86,8,U
16.791389,-62.193333,MS,40,-4,N
56.801667,-132.945278,US,105,-9,A
34.41,112.28,CN,210,8,U
34.16,117.11,CN,140,8,U
32.750836,51.861267,IR,5059,3.5,E
20.165453,94.941185,MM,275,6.5,U
25.988333,95.674444,MM,6000,6.5,U
11.75,108.367,VN,3156,7,U
17.515,106.590556,VN,50,7,U
9.949676,105.133659,VN,7,7,U
9.188049,105.174721,VN,50,7,U
15.405944,108.705889,VN,10,7,U
13.04955,109.333706,VN,20,7,U
19.372,98.437,TH,1271,7,U
43.285719,16.679719,HR,1776,1,E
3.722556,11.553269,CM,2278,1,N
9.576889,-13.611961,GN,72,0,N
46.992094,8.390315,CH,1800,1,E
47.36029,8.47805,CH,1800,1,E
50.823194,6.186389,DE,570,1,E
48.7793,8.08048,DE,407,1,E
28.777639,-81.237489,US,55,-5,A
10.227025,103.967169,VN,23,7,U
40.316111,-78.833889,US,2284,-5,A
27.687778,86.731389,NP,9100,5.75,N
27.14743,87.050819,NP,4000,5.75,N
27.253117,86.670044,NP,4100,5.75,N
28.782222,83.7225,NP,8800,5.75,N
28.633,84,NP,11000,5.75,N
27.517,86.6,NP,7918,5.75,N
27.052222,86.861944,NP,6000,5.75,N
27.303509,86.55043,NP,4500,5.75,N
28.111111,82.294167,NP,2100,5.75,N
28.627,82.195,NP,2500,5.75,N
29.274167,82.193333,NP,7700,5.75,N
28,83.833,NP,4000,5.75,N
27.35,84.667,NP,4000,5.75,N
27.315,87.193333,NP,1700,5.75,N
28.586,81.636,NP,2400,5.75,N
29.971064,81.818932,NP,9246,5.75,N
28.985718,82.819145,NP,8200,5.75,N
29.53896,81.185364,NP,4100,5.75,N
28.753333,80.581944,NP,690,5.75,N
34.991389,126.382778,KR,51,9,U
36.579886,26.375822,GR,165,2,E
37.682717,26.347061,GR,79,2,E
36.963333,26.940556,GR,771,2,E
36.696111,24.4775,GR,12,2,E
37.080556,25.368056,GR,10,2,E
37.010278,25.127778,GR,121,2,E
36.127777,29.566656,GR,474,2,E
25.557111,34.583711,EG,251,2,U
51.602222,6.141944,DE,106,1,E
12.121458,120.100031,PH,148,8,N
8.951322,125.477972,PH,141,8,N
8.601261,123.334481,UKN,12,8,N
18.178092,120.531522,PH,25,8,N
13.157064,123.746247,PH,66,8,N
8.178508,123.841731,PH,75,8,N
49.209445,7.401323,DE,1132,1,E
10.307542,123.979439,PH,31,8,N
53.632221,7.191389,DE,3,1,E
53.681572,7.055731,DE,6,1,E
-16.438611,-39.080833,BR,167,-3,S
9.272222,21.197222,CF,1509,1,N
-25.684,-54.44024,BR,1000,-3,S
-6.346639,-39.293777,BR,699,-3,S
-10.241667,-48.35278,BR,774,-3,S
-17.7267,-48.6114,BR,2247,-3,S
46.916306,-114.090556,US,3205,-7,A
-24.427778,145.428611,AU,928,10,O
-24.903889,152.318611,AU,107,10,O
35.9523611,-112.1469722,US,6609,-7,N
29.62225,-95.6565278,US,82,-6,A
-20.066668,148.86667,UKN,10,10,O
39.570129,-104.849294,US,5883,-7,A
34.425139,-103.079278,US,4216,-7,A
30.915667,-102.916139,US,3011,-6,A
35.654222,-105.142389,US,6877,-7,A
29.818194,-95.672611,US,111,-6,A
38.049719,-103.509431,US,4238,-7,A
32.289417,-106.921972,US,4456,-7,A
32.719047,-98.891,US,1284,-6,A
31.1525,-97.407778,US,682,-6,A
30.735281,-101.202972,US,2381,-6,A
22.315365,114.195349,HK,1,8,U
37.8933,23.7261,GR,69,2,E
19.9136,-155.864,US,109,-10,N
0.4880555,72.995556,UKN,3,5,U
68.223333,-135.005833,CA,23,-7,A
65.1833333,-125.41666667,CA,550,-7,A
64.0833333,-125.5833333,CA,320,-7,A
66.26666667,-128.65,CA,215,-7,A
66.3676,-133.7594,CA,200,-7,A
68.3676,-133.7594,CA,200,-7,A
-19.455198,169.22394,VU,3,11,U
3.48596289680953,72.8060746192932,UKN,0,5,N
62.35,-124.3333,CA,50,-7,A
69.917,-128.95,CA,1,-7,A
-17.8,-63.166667,BO,1224,-4,U
65.566667,-37.1166667,GL,112,-3,E
17.645278,-63.220556,BQ,60,-4,U
39.642556,-106.917694,US,6540,-7,A
39.779255,-104.88184,US,5333,-7,A
68.580833,15.026111,UKN,11,1,E
41.565124,-81.4863555,US,879,-5,A
40.8214167,-82.5166389,US,1297,-5,A
32.5163333,-84.9388611,US,397,-5,A
34.5677144,-98.4166367,US,1110,-6,A
40.451828,-105.011336,US,5016,-7,A
39.648682,19.855771,UKN,0,2,E
39.202676,20.187968,GR,0,2,E
35.140318,-111.6692392,US,7015,-7,N
38.893889,-119.995278,US,8544,-8,A
42.481803,-114.487733,US,4151,-7,A
43.73333333,7.41666666,MC,0,1,E
41.391667,-70.615278,US,67,-5,A
41.533056,-71.282222,US,172,-5,A
43.343333,-72.517222,US,577,-5,A
43.20267,-71.50233,US,342,-5,A
43.39383,-70.708,US,244,-5,A
41.330056,-72.045139,US,9,-5,A
45.546556,-94.059889,US,1031,-6,A
21.17383327,94.9246666,MM,0,6.5,U
33.450333,-88.591361,US,264,-6,A
56.230119,43.784042,RU,256,4,N
46.9711944,-123.9365556,UKN,18,-8,A
42.082022,-80.176217,US,733,-5,A
3.5833,72.7167,UKN,0,5,U
41.669336,-70.280356,US,55,-5,A
17.913936,-87.971075,BZ,4,-6,U
34.848628,-111.788472,US,4830,-7,A
24.62,-82.87,UKN,5,-5,A
24.62,24.62,LY,5,2,A
24.628,82.873,IN,5,5.5,A
39.642908,-79.916314,US,1248,-5,A
38.373147,-81.593189,US,981,-5,A
41.338478,-75.723403,US,962,-5,A
47.510722,-94.934722,US,1391,-6,A
40.4675,50.046667,AZ,10,4,E
-24.493889,150.576111,AU,644,10,O
-13.84861111,-171.74083333,WS,25,13,U
-28.833889,153.5625,AU,7,10,O
46.92065,-96.8157639,US,902,-6,A
39.1275,-94.598889,US,759,-6,A
33.307833,-111.655,US,1382,-7,N
13.73,106.987,KH,0,7,U
44.3489167,-105.5393611,US,4365,-7,A
56.380278,85.208333,RU,597,7,N
33.676132,-117.731164,US,383,-8,A
16.676028,101.195108,TH,450,7,U
10.7112,99.361706,TH,18,7,U
32.857,103.683,CN,11311,8,U
23.4,116.683,CN,0,8,U
0,0,UKN,302,0,E
6.498553,-58.254119,GY,95,-4,U
-25.4555,-54.843592,PY,846,-4,S
6.806944,-58.104444,GY,10,-4,U
5.167,-59.483,GY,750,-4,U
40.094,94.4818,CN,3688,8,U
43.616389,13.362222,IT,10,1,E
41.542301,128.243571,CN,4410,8,U
44.311,-83.422,US,606,-5,A
-27,-70,CL,1000,-4,S
29.587778,34.778056,EG,2415,2,U
19.6591666667,-80.09083333,UKN,1,-5,U
37.249,27.667,TR,19,2,E
36.978333,8.876389,TN,0,1,E
40.898553,29.309219,TR,312,2,E
40.849278,-77.848694,US,1239,-5,A
-17.8,122.2,AU,56,8,O
-32.78,151.83,AU,31,10,O
63.55805,-20.14833,IS,45,0,N
46.642514,14.337739,AT,452,1,E
8.288527,-62.760361,VE,472,-4.5,U
53.1167,9.8,DE,267,1,E
70.679722,23.668889,NO,799,1,E
70.99,25.83,NO,46,1,E
71.029722,27.826667,NO,41,1,E
70.065,29.844,NO,127,1,E
48.137778,11.690278,DE,1487,1,E
35.416111,51.152222,IR,3305,3.5,E
36.234,59.643,IR,3263,3.5,E
49.9608,8.64361,DE,384,1,E
58.135,102.566,RU,0,9,N
44.523889,129.568889,CN,883,8,U
32.332624,-88.751868,US,297,-6,A
39.8441,-89.677889,US,597,-6,A
41.976375,25.589817,BG,160,2,E
37.303,-108.628056,US,5918,-7,A
40.481181,-107.21766,US,6602,-7,A
35.511058,-108.789308,US,6472,-7,A
37.044222,-100.95986,US,2885,-6,A
38.069694,-102.6885,US,3706,-7,A
39.370621,-101.698992,US,3656,-7,A
44.520194,-109.023806,US,5102,-7,A
62.18,6.0742,NO,242,1,E
52.33,0.51,GB,173,0,E
49.919,-6.3075,GB,70,0,E
37.245667,-93.388639,US,1268,-6,A
68.435833,17.388056,NO,97,1,E
70.866667,29,NO,43,1,E
59.883333,10.616667,NO,56,1,E
69.311053,87.332183,RU,595,8,N
45.002097,37.347272,RU,174,4,N
37.151814,-94.498269,US,981,-6,A
40.652083,-75.440806,US,393,-5,A
36.2818694,-94.3068111,US,1287,-6,A
47.121944,51.821389,KZ,0,5,U
44.709,65.591,KZ,0,6,U
41.708661,-86.31725,US,799,-5,A
